"age","workclass","fnlwgt","education","education_cat","marital_status","occupation","relationship","race","gender","capital_gain","capital_loss","hour_per_week","native_country","class"
"8369",31," Private",162572," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"27072",35," Private",160120," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,50," United-States"," >50K"
"11783",48," Local-gov",328610," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States"," >50K"
"16663",41," Private",156566," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"2384",63," Private",30602," 7th-8th",4," Married-spouse-absent"," Other-service"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States"," <=50K"
"27783",41," Private",222504," Prof-school",15," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"
"21684",48," Private",268234," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
"14007",21," Private",363192," Assoc-voc",11," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"5359",33," Private",163392," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," Amer-Indian-Eskimo"," Male",0,0,48," United-States"," >50K"
"21522",37," Private",709445," HS-grad",9," Separated"," Craft-repair"," Other-relative"," Black"," Male",0,0,40," United-States"," <=50K"
"18111",26," Private",245029," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
"31904",35," Local-gov",116960," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1887,40," United-States"," >50K"
"31819",27," Private",153078," Prof-school",15," Never-married"," Prof-specialty"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," United-States"," <=50K"
"13414",25," Private",169100," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"5332",53," Private",276515," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,40," Cuba"," <=50K"
"14475",32," Private",192039," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," >50K"
"28926",61," Private",80896," HS-grad",9," Separated"," Transport-moving"," Unmarried"," Asian-Pac-Islander"," Male",0,0,45," United-States"," >50K"
"6603",62," Private",200922," 7th-8th",4," Widowed"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"20990",21," Private",250647," Some-college",10," Never-married"," Adm-clerical"," Other-relative"," White"," Male",0,0,30," Nicaragua"," <=50K"
"4423",56," ?",128900," Some-college",10," Widowed"," ?"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
"15486",51," Self-emp-not-inc",103257," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"24403",30," Local-gov",99502," Assoc-voc",11," Divorced"," Protective-serv"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States"," <=50K"
"3737",36," ?",53606," Assoc-voc",11," Married-civ-spouse"," ?"," Wife"," White"," Female",3908,0,8," United-States"," <=50K"
"29543",43," Private",282069," Some-college",10," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,42," United-States"," <=50K"
"7246",37," Federal-gov",40955," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," Japan"," <=50K"
"2858",28," ?",157813," 11th",7," Divorced"," ?"," Unmarried"," White"," Female",0,0,58," Canada"," <=50K"
"4822",47," Private",216734," Bachelors",13," Divorced"," Sales"," Unmarried"," White"," Female",0,0,50," United-States"," <=50K"
"19565",43," Local-gov",196308," HS-grad",9," Divorced"," Exec-managerial"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States"," <=50K"
"19949",63," Private",34098," 10th",6," Widowed"," Farming-fishing"," Unmarried"," White"," Female",0,0,56," United-States"," <=50K"
"3916",51," Private",186338," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"28844",22," Private",218343," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"4318",40," Private",289403," Bachelors",13," Separated"," Adm-clerical"," Unmarried"," Black"," Male",0,0,35," United-States"," <=50K"
"27731",22," ?",139324," 9th",5," Never-married"," ?"," Unmarried"," Black"," Female",0,0,36," United-States"," <=50K"
"20621",48," Self-emp-not-inc",101233," Assoc-voc",11," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,15," United-States"," <=50K"
"16722",28," Private",147560," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1902,55," United-States"," >50K"
"7253",26," Private",177929," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,48," United-States"," <=50K"
"10036",61," ?",135285," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,2603,32," United-States"," <=50K"
"24722",45," Self-emp-not-inc",364365," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
"27128",29," Private",353352," Assoc-voc",11," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
"15171",25," Private",234190," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,35," United-States"," <=50K"
"26143",21," Private",129350," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
"20725",62," ?",302142," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",2961,0,30," United-States"," <=50K"
"29885",30," Private",177304," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,44," United-States"," <=50K"
"8838",35," State-gov",150488," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"28355",62," Private",178249," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,35," United-States"," >50K"
"3674",39," Private",183898," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7688,0,60," Germany"," >50K"
"20023",21," Private",293968," Some-college",10," Married-spouse-absent"," Sales"," Own-child"," Black"," Female",0,0,20," United-States"," <=50K"
"24128",20," Private",143062," Some-college",10," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
"6365",33," Private",164707," Assoc-acdm",12," Never-married"," Exec-managerial"," Unmarried"," White"," Female",2174,0,55," ?"," <=50K"
"17483",39," Self-emp-not-inc",218490," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2415,50," ?"," >50K"
"4759",31," Private",340917," HS-grad",9," Never-married"," Craft-repair"," Unmarried"," White"," Male",14344,0,40," United-States"," >50K"
"11933",21," Private",221418," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"32404",48," Private",325372," 1st-4th",2," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Portugal"," <=50K"
"15524",20," ?",84375," HS-grad",9," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,45," United-States"," <=50K"
"31414",30," Private",143766," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
"26702",48," Private",234504," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
"9791",51," Private",125796," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,0,35," Jamaica"," <=50K"
"7136",21," Private",99199," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,32," United-States"," <=50K"
"9120",28," Private",103389," Masters",14," Divorced"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"6672",38," Private",393945," Assoc-voc",11," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,36," United-States"," <=50K"
"3619",17," Private",354201," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
"7877",44," ?",468706," HS-grad",9," Married-civ-spouse"," ?"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
"27169",56," Private",197369," 7th-8th",4," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"1662",44," Private",110355," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"14749",30," Private",59496," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"23347",29," Private",144808," Some-college",10," Married-civ-spouse"," Exec-managerial"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
"24644",53," Private",23698," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,46," United-States"," >50K"
"16948",34," Private",34848," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",4064,0,40," United-States"," <=50K"
"7113",36," Private",357619," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,60," Germany"," <=50K"
"17117",44," Self-emp-not-inc",201742," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,2415,50," United-States"," >50K"
"4044",57," Local-gov",109973," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"14195",34," Private",160261," HS-grad",9," Never-married"," Tech-support"," Own-child"," Asian-Pac-Islander"," Male",14084,0,35," China"," >50K"
"2755",80," Self-emp-not-inc",184335," 7th-8th",4," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
"8968",38," Local-gov",421446," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,50," United-States"," >50K"
"19897",42," ?",212206," Masters",14," Married-civ-spouse"," ?"," Wife"," White"," Female",0,1887,48," United-States"," >50K"
"6032",61," Self-emp-inc",227232," Bachelors",13," Separated"," Sales"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
"11611",38," Private",22245," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"
"23604",21," Private",202373," Assoc-voc",11," Never-married"," Craft-repair"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
"6713",37," Private",76893," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"31652",28," State-gov",297735," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,90," United-States"," <=50K"
"22877",58," Private",136951," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Philippines"," <=50K"
"19699",43," Local-gov",143046," Some-college",10," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
"15024",45," Self-emp-inc",120131," 7th-8th",4," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,52," ?"," <=50K"
"6291",35," Private",317153," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"30925",39," Private",252327," 7th-8th",4," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," Mexico"," <=50K"
"17963",53," Private",231919," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
"1139",27," Private",138705," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,53," United-States"," <=50K"
"6744",39," Self-emp-not-inc",31848," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",2829,0,90," United-States"," <=50K"
"24214",24," State-gov",506329," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," ?"," <=50K"
"30265",34," Private",193285," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"473",35," Private",285020," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"28257",53," Self-emp-inc",152810," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",5178,0,45," United-States"," >50K"
"2579",67," ?",45537," Masters",14," Married-civ-spouse"," ?"," Husband"," Black"," Male",0,0,40," United-States"," >50K"
"21980",38," Self-emp-not-inc",409189," 7th-8th",4," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
"24564",20," Private",745817," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
"30716",31," Private",129775," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,65," United-States"," <=50K"
"25058",29," Local-gov",302422," Assoc-voc",11," Never-married"," Protective-serv"," Not-in-family"," White"," Male",0,1564,56," United-States"," >50K"
"30631",53," Private",133219," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",4386,0,30," United-States"," >50K"
"9980",47," Local-gov",287320," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"9569",73," State-gov",74040," 7th-8th",4," Divorced"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," United-States"," <=50K"
"18778",54," Private",225307," 11th",7," Divorced"," Craft-repair"," Own-child"," White"," Female",0,0,50," United-States"," >50K"
"3756",28," Local-gov",154863," HS-grad",9," Never-married"," Protective-serv"," Other-relative"," Black"," Male",0,1876,40," United-States"," <=50K"
"9139",27," ?",61387," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,15," United-States"," <=50K"
"17127",49," Private",423222," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
"22300",35," Local-gov",85548," Some-college",10," Separated"," Adm-clerical"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States"," <=50K"
"16205",41," Private",352834," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,55," United-States"," >50K"
"20201",37," Private",202027," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",7688,0,50," United-States"," >50K"
"10904",39," Private",370795," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
